ORIGIN,DEST
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14747
10140,14869
10140,14869
10140,14869
10140,12892
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,14869
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,14761
10140,10423
10140,14761
10140,12889
10140,14761
10140,10423
10140,12889
10140,14761
10140,10423
10140,10423
10140,14761
10140,12889
10140,12889
10140,12889
10140,12889
10140,12889
10140,10423
10140,10423
10140,10423
10140,14761
10140,12889
10140,10423
10140,14761
10140,14761
10140,10423
10140,12889
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,13930
10140,11292
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,12266
10140,11292
10140,11292
10140,11292
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,11292
10140,12266
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,11298
10140,11298
10140,11298
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,13232
10140,14107
10140,14107
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,13232
10140,14107
10140,14107
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,13232
10140,14107
10140,14107
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,13232
10140,14107
10140,14107
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,13232
10140,14107
10140,14107
10140,11259
10140,11259
10140,11292
10140,11292
10140,12889
10140,13232
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,14747
10140,14683
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,12266
10140,11292
10140,11292
10140,11292
10140,11292
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10140,14107
10140,10821
10140,11259
10140,11259
10140,11259
10140,11292
10140,11292
10140,11292
10140,12889
10140,12889
10140,12892
10140,13232
10140,13796
10140,13796
10140,14107
10140,14107
10140,14107
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10141,13487
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10146,10397
10154,12953
10154,12953
10154,12953
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11278
10154,11057
10154,11057
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10155,11298
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10157,14771
10158,10397
10158,10397
10158,10397
10158,10397
10158,10397
10158,10397
10158,10397
10158,10397
10158,10397
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,11697
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13204
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,13577
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,14635
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10158,15304
10165,10917
10165,10917
10165,10917
10165,10917
10165,10917
10165,10917
10165,10917
10165,10917
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10170,10299
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,11298
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,10397
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10185,12266
10208,11298
10208,11298
10208,11298
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,11057
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10208,10397
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10245,10299
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13577
10257,14761
10257,14082
10257,14082
10257,13577
10257,13577
10257,14761
10257,14761
10257,13577
10257,14112
10257,14082
10257,14112
10257,14112
10257,13577
10257,13577
10257,14761
10257,14761
10257,14761
10257,14112
10257,13577
10257,14112
10257,14112
10257,14761
10257,13577
10257,14761
10257,14112
10257,14112
10257,14112
10257,14082
10257,14082
10257,13577
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,11697
10257,13204
10257,13204
10257,11697
10257,11697
10257,11697
10257,11697
10257,13204
10257,13204
10257,13204
10257,11697
10257,11697
10257,11697
10257,13204
10257,10397
10257,10397
10257,10397
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11278
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11057
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,11433
10257,10821
10257,10821
10257,11292
10257,13232
10257,10821
10257,10821
10257,11292
10257,13232
10257,10821
10257,10821
10257,11292
10257,13232
10257,10821
10257,10821
10257,11292
10257,13232
10257,10821
10257,10821
10257,11292
10257,13232
10257,10821
10257,10821
10257,11292
10257,13232
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,13204
10257,11292
10257,13204
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,13930
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,10821
10257,11292
10257,13232
10257,13232
10257,10821
10257,10821
10257,10821
10257,11292
10257,13204
10257,13232
10257,13232
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10268,13930
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11292
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11298
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
10279,11259
